level_0,index,school_id,username,caption,rating,retrieval_date,relative_date,timestamp,id_review,url_user,n_review_user
133,133,anderson,Hema Latha,Anderson primary school was recently renovated. The school environment is good. There are many fun activities. I love my class 6.3. All teacher are caring. Tidy and neat. Beautiful and clean. 35min recess. School ends at 1.05. Good facilities. I am sitting for PSLE this year.I am really going to miss my school.😢😭,5,2023-12-24 21:31:51.125593,5 years ago,2018-12-25 21:31:51,NA,NA,NA
134,134,anderson,raj deva,good school with good facilities.,4,2023-12-24 21:31:57.340814,6 years ago,2017-12-25 21:31:57,NA,NA,NA
135,135,anderson,sup kids,"Student in P6.3... Loved it! The teachers are caring, all classmates are nice and the new facilities are great!",5,2023-12-24 21:31:57.341815,6 years ago,2017-12-25 21:31:57,NA,NA,NA
136,136,anderson,Manson See,In the era,5,2023-12-24 21:31:57.342814,7 years ago,2016-12-25 21:31:57,NA,NA,NA
137,137,anderson,Mohkam Singh,All teachers are strict and 25 min recess only,2,2023-12-24 21:31:57.345816,7 years ago,2016-12-25 21:31:57,NA,NA,NA
138,138,ang-mo-kio,Yum Yum,boo,1,2023-12-24 21:32:29.271476,2 weeks ago,2023-12-10 21:32:29,NA,NA,NA
139,307,bendemeer,Jaishish Gupta,Nice place to equavelant to Mother touch...,4,2023-12-24 21:37:57.034454,5 years ago,2018-12-25 21:37:57,NA,NA,NA
140,139,ang-mo-kio,Nur Qirah,I'm a kid from another school one of the p2 students show middle finger in public and says bad word but after all I don't have any experience with this school so I guess is fine,2,2023-12-24 21:32:29.272476,a month ago,2023-11-24 21:32:29,NA,NA,NA
141,140,ang-mo-kio,Samuel1992 Inexperience,"Some teachers are very rude, some are deaf and some are cunning who refuse to listen to anyone else. Waste of time",1,2023-12-24 21:32:29.272476,3 months ago,2023-09-25 21:32:29,NA,NA,NA
142,141,ang-mo-kio,Lizzy Tay,students found making a disturbance and talking really loudly while playing music and singing,1,2023-12-24 21:32:29.273474,4 months ago,2023-08-26 21:32:29,NA,NA,NA
143,142,ang-mo-kio,Xin Xian Liew,"Great place for children to learn but slight problem some teachers are not punishing or even addressing the behavior I had heard one teacher said ""if there's no violence and vulgarities it's fine"" what if they name call or death stare at the student every day until they break down in tears and why do the school have the cleanliness grade it sets a bad example telling students to do something just for the prize or they can fight or even sabotage another class but i still love the school just address these two issues",3,2023-12-24 21:32:29.274474,6 months ago,2023-06-27 21:32:29,NA,NA,NA
144,143,ang-mo-kio,S S,"My child studied in this school and it haunted me as one of the worst decisions I made as a parent. The bullies are protected because of their more unfortunate backgrounds so the others must learn to be empathetic towards them, this creates an unsafe environment. Profanities abound, you can easily hear them at the school bus stop. School is more focused on punctuality, wearing the school uniform despite hot weather, getting scolded for not turning up the stand-up collar, than academic and behaviour excellence. With the exception of 2 teachers who taught my child, the others were unsuitable to teach; They need more training in managing primary students. My child's P6 teacher told the class that they were doomed, useless and even said how disappointed she was at an ex-student now being a food deliverer. Overall an unhealthy environment for students.",1,2023-12-24 21:32:29.275474,7 months ago,2023-05-28 21:32:29,NA,NA,NA
145,144,ang-mo-kio,Kai Rong Nay,good school,5,2023-12-24 21:32:29.275474,7 months ago,2023-05-28 21:32:29,NA,NA,NA
146,145,ang-mo-kio,yun jie su,Good,5,2023-12-24 21:32:29.276474,8 months ago,2023-04-28 21:32:29,NA,NA,NA
147,146,ang-mo-kio,Oong Yokleng,Omg!I!I!I beat school ever 10/10 very good school recommend u go :D,5,2023-12-24 21:32:29.276474,a year ago,2022-12-24 21:32:29,NA,NA,NA
148,147,ang-mo-kio,Minh Nguyen,Good play to play badminton with friends . Need to book in advance,5,2023-12-24 21:32:29.277476,a year ago,2022-12-24 21:32:29,NA,NA,NA
149,148,ang-mo-kio,Rickson Ong Sheng Li (Peircess),hi im a student at amkps i have been there for 6 years already i really love it there the teachers and friends i made are kind and caring to me I miss this school so much,5,2023-12-24 21:32:29.278477,2 years ago,2021-12-24 21:32:29,NA,NA,NA
150,149,ang-mo-kio,Jamie Ow,I have just graduated this year and I really loved my experience in this school! Btw I'll miss you Mr Chew.,5,2023-12-24 21:32:29.279477,3 years ago,2020-12-24 21:32:29,NA,NA,NA
151,150,ang-mo-kio,Ayusees SB,I love this school,5,2023-12-24 21:32:29.280475,3 years ago,2020-12-24 21:32:29,NA,NA,NA
152,151,ang-mo-kio,X.,Was a former student here. It's quite nice.,4,2023-12-24 21:32:35.502195,4 years ago,2019-12-25 21:32:35,NA,NA,NA
153,152,ang-mo-kio,taurus,"Its a nice school! Theres a canteen,hall,classes are nice! I have been studying for 2 years btw i am p2",5,2023-12-24 21:32:35.505195,5 years ago,2018-12-25 21:32:35,NA,NA,NA
154,153,ang-mo-kio,Rachel Chia,School Admin staff need more education and reflect on their attitude.  Encounter are terribly rude. It reflect on the school,1,2023-12-24 21:32:41.698324,7 years ago,2016-12-25 21:32:41,NA,NA,NA
155,154,ang-mo-kio,psyduck Tee,I study in this school,5,2023-12-24 21:32:41.700327,7 years ago,2016-12-25 21:32:41,NA,NA,NA
156,155,ang-mo-kio,John,Miss this school.,5,2023-12-24 21:32:41.700327,7 years ago,2016-12-25 21:32:41,NA,NA,NA
157,156,ang-mo-kio,Zhi Xiang,neighbourhood school,3,2023-12-24 21:32:41.701328,7 years ago,2016-12-25 21:32:41,NA,NA,NA
158,157,ang-mo-kio,Skylerlow Seowtian,Wow I am now hips next year hips going to move to ah mo kio school,5,2023-12-24 21:32:41.702328,7 years ago,2016-12-25 21:32:41,NA,NA,NA
159,158,ang-mo-kio,Cuiyu Yang,lol my school is ang mo kio primary school teacher! !!!!!!!!,5,2023-12-24 21:32:41.704327,8 years ago,2015-12-26 21:32:41,NA,NA,NA
160,159,ang-mo-kio,Lim Jeremi,no comments*,3,2023-12-24 21:32:47.917348,9 years ago,2014-12-26 21:32:47,NA,NA,NA
161,160,ang-mo-kio,Huang Yihao,wow,5,2023-12-24 21:32:47.918346,9 years ago,2014-12-26 21:32:47,NA,NA,NA
162,161,ang-mo-kio,glsowjanya,Excellent care for children's excitation and personal development. I strongly recommend this school.,5,2023-12-24 21:32:47.918346,9 years ago,2014-12-26 21:32:47,NA,NA,NA
163,162,,Tiger Records,Illegal stopping/parking of parents' cars should be addressed immediately. Stop feeling entitled.,1,2023-12-24 21:33:19.874365,a month ago,2023-11-24 21:33:19,NA,NA,NA
164,163,,Isaac Moon,highly underrated,5,2023-12-24 21:33:19.875367,a month ago,2023-11-24 21:33:19,NA,NA,NA
165,164,,Siew Min Mok,A traffic jam to get into the school. For example you want to paragon and turn it to that Road in the morning you will get the into the traffic jam.,3,2023-12-24 21:33:19.875367,4 months ago,2023-08-26 21:33:19,NA,NA,NA
166,165,,Don Baey,"A school with very dedicated leadership and staff, and a strong emphasis on holistic education",5,2023-12-24 21:33:19.876365,5 months ago,2023-07-27 21:33:19,NA,NA,NA
167,166,,Iswandi SK,Good place to learn!,3,2023-12-24 21:33:19.877365,6 months ago,2023-06-27 21:33:19,NA,NA,NA
168,167,,Md Ibrahim Khalil,Nice school,5,2023-12-24 21:33:19.877365,6 months ago,2023-06-27 21:33:19,NA,NA,NA
169,168,,HUMAN HUMAN,I love this school. It’s simply the best,5,2023-12-24 21:33:19.878365,11 months ago,2023-01-28 21:33:19,NA,NA,NA
170,169,,Wyatt Ng,Great school with good economy teachers are nice canteen food is tasty,5,2023-12-24 21:33:19.878365,a year ago,2022-12-24 21:33:19,NA,NA,NA
171,170,,Shadowed - Brawl Stars,im p6 this year lol. good school but they made the playground worse 🥲 …,5,2023-12-24 21:33:19.879365,a year ago,2022-12-24 21:33:19,NA,NA,NA
172,171,,Kieran Ho,Very nice hotdogbun with cheese and chilli god combo,5,2023-12-24 21:33:19.880367,a year ago,2022-12-24 21:33:19,NA,NA,NA
173,172,,Darilene Low,Will want to stay near such popular school then don’t need to ballot for my boy 😊 …,5,2023-12-24 21:33:19.880367,a year ago,2022-12-24 21:33:19,NA,NA,NA
174,213,,lad carolus,"Great place, skipped morning assembly multiple times by hiding around in places around the school. Jilliane Chew once punished me for standing up because I wanted to get a better look of the computer while doing a class project involving coding.",4,2023-12-24 21:34:23.129568,4 years ago,2019-12-25 21:34:23,NA,NA,NA
175,214,,ZacTheSword,Great school :),5,2023-12-24 21:34:29.334854,5 years ago,2018-12-25 21:34:29,NA,NA,NA
176,215,angsana,Raiden Shogun,I BEEN TO THE SCHOOL IM A GRADUATE FROM THE SCHOOL THEY ARE SO NICE THAT'S WHY I LIKE IT:333,5,2023-12-24 21:35:01.287467,a week ago,2023-12-17 21:35:01,NA,NA,NA
177,308,bendemeer,rasyiqah rasyi,Is nice fun and to learn💖💖😗😘 …,5,2023-12-24 21:37:57.035453,5 years ago,2018-12-25 21:37:57,NA,NA,NA
178,516,casuarina,Idk Idk,It is my scahool caps,5,2023-12-24 21:45:18.905463,8 years ago,2015-12-26 21:45:18,NA,NA,NA
179,173,,SW Wong,"Rude Security Guard  I found a ezlink card that belongs to the student from this school. I then used my 1 hour lunch time to make my way down all the way from Queenstown. When I reached the security gate house,  I told the security guard that I picked up an ezlink card that belongs to one of the student from this school and hence, I would like to hand it over to the General office. However, he told me in a rude manner that I can't drive in which I understand  but he told me to park my car at the Newton public carpark instead of offering me help to handover the ezlink card till I told him that it is impossible for me to do that as I am running out of time which leave him no choice but to take the card from me.I think the security brain lock in the safe box.  After handing it over to him, I contacted the school's General office to inform them that I have already handed over the ezlink card to the security guard. The staff that attended to me was very polite unlike the security guard.",1,2023-12-24 21:33:19.881365,a year ago,2022-12-24 21:33:19,NA,NA,NA
180,174,,Sean Lim,"1 star, cant find water coller so have to drink water in drain  Update: I found the water coller! 😃 …",4,2023-12-24 21:33:19.882365,2 years ago,2021-12-24 21:33:19,NA,NA,NA
181,175,,F1shcat,Amazing school the teachers are very nice(◍•ᴗ•◍),5,2023-12-24 21:33:19.883365,2 years ago,2021-12-24 21:33:19,NA,NA,NA
182,176,,Russell Tan,Good school but can i have my playground back soon,3,2023-12-24 21:33:26.065437,2 years ago,2021-12-24 21:33:26,NA,NA,NA
183,177,,dino boy,good,5,2023-12-24 21:33:26.066437,3 years ago,2020-12-24 21:33:26,NA,NA,NA
184,178,,LIS,The best Boys school in Singapore. The principal and Teachers are so dedicated to their work!,5,2023-12-24 21:33:26.067437,3 years ago,2020-12-24 21:33:26,NA,NA,NA
185,179,,Murugan sudheep,I love ❤️ India,3,2023-12-24 21:33:26.067437,3 years ago,2020-12-24 21:33:26,NA,NA,NA
186,180,,Julian Chua,Completed my pri sch education here. Very nice campus and has great facilities,5,2023-12-24 21:33:26.068438,3 years ago,2020-12-24 21:33:26,NA,NA,NA
187,181,,木恆,Excellent school facilities,5,2023-12-24 21:33:26.069437,3 years ago,2020-12-24 21:33:26,NA,NA,NA
188,182,,Zachary Fun,Great school,5,2023-12-24 21:33:26.070437,4 years ago,2019-12-25 21:33:26,NA,NA,NA
189,183,,JG,My school,5,2023-12-24 21:33:32.291419,4 years ago,2019-12-25 21:33:32,NA,NA,NA
190,184,,Andrew Tan,"ACSJ is a school where boys can learn to become men and leaders in their community, ACSJ is a school where many precious memes and memories where made  ACSJ has taught me to study smart and how to think criticaly and fast. The Best Is Yet To Be.",5,2023-12-24 21:33:32.292420,5 years ago,2018-12-25 21:33:32,NA,NA,NA
191,185,,Noel Gwee,Supposed to be a lay-by only for picking up children. The cones denote that this is a no parking zone but this car was parked there for more than 10 minutes before 1.30pm and nobody bothered to do anything right by implementing the rules. Says alot about the moral values and religous influence on the morals,1,2023-12-24 21:33:32.293420,5 years ago,2018-12-25 21:33:32,NA,NA,NA
192,186,,Ethan Chiam,Clean area,5,2023-12-24 21:33:32.293420,5 years ago,2018-12-25 21:33:32,NA,NA,NA
193,187,,Ch!cken,i love it,5,2023-12-24 21:33:32.294421,6 years ago,2017-12-25 21:33:32,NA,NA,NA
194,188,,Alan Tan,Great school for my son!,5,2023-12-24 21:33:38.556188,6 years ago,2017-12-25 21:33:38,NA,NA,NA
195,189,,Darrell Tan,"Good teachers mostly, good programmes, good school library, table tennis tables and giant chess set for boys to use",5,2023-12-24 21:33:38.556188,7 years ago,2016-12-25 21:33:38,NA,NA,NA
196,190,,Ryan Quahe,Great school!,5,2023-12-24 21:33:38.557189,7 years ago,2016-12-25 21:33:38,NA,NA,NA
197,191,,Jeff Leong,Excellent school wth good Christian values taught!,5,2023-12-24 21:33:38.557189,7 years ago,2016-12-25 21:33:38,NA,NA,NA
198,192,,Ashton Lim,My school,5,2023-12-24 21:33:38.558189,7 years ago,2016-12-25 21:33:38,NA,NA,NA
199,193,,Kenneth Sim,My son's school!,5,2023-12-24 21:33:38.560194,9 years ago,2014-12-26 21:33:38,NA,NA,NA
200,194,,Ryanignatius Leeruiyan,My school,5,2023-12-24 21:33:44.932640,10 years ago,2013-12-26 21:33:44,NA,NA,NA
201,195,,Harmony,"School admin is very impatient and rude! Was checking on operating hours etc and admin can’t wait to hang up my call and spoke in very rude manner! without checking, every questions i asked is “I don’t know I don’t know”!",1,2023-12-24 21:34:16.919733,a week ago,2023-12-17 21:34:16,NA,NA,NA
202,196,,Lucas Yeo,It is a fun environment to be in,5,2023-12-24 21:34:16.920733,a month ago,2023-11-24 21:34:16,NA,NA,NA
203,197,,Kent Tay,"Well funded, holistic, special needs teachers are available, well organised.",5,2023-12-24 21:34:16.921733,4 months ago,2023-08-26 21:34:16,NA,NA,NA
204,198,,The Marley show shorts,Best school ever has many things to do and a lot of canteen stalls and food varieties to choose,5,2023-12-24 21:34:16.921733,4 months ago,2023-08-26 21:34:16,NA,NA,NA
205,199,,TaraTheBunny,"this is the worst school ever, the students are so rude and annoying, they even talk bad about fernvale. I HATE this school so much",1,2023-12-24 21:34:16.922734,5 months ago,2023-07-27 21:34:16,NA,NA,NA
206,200,,Md Ibrahim Khalil,Nice,5,2023-12-24 21:34:16.922734,6 months ago,2023-06-27 21:34:16,NA,NA,NA
207,201,,Iswandi SK,Best to learn!,4,2023-12-24 21:34:16.923733,6 months ago,2023-06-27 21:34:16,NA,NA,NA
208,202,,Jeremy Lim,World best,5,2023-12-24 21:34:16.924734,10 months ago,2023-02-27 21:34:16,NA,NA,NA
209,203,,Alfred Lee,Nice environment,5,2023-12-24 21:34:16.924734,a year ago,2022-12-24 21:34:16,NA,NA,NA
210,204,,F1shcat,After you graduate from here you can go to barker here has a very convenient location.After school you could walk to balmoral plaza to eat or drink there is also a bustop and mrt station near by recommend to send your son here don't need to move house after graduating can just go to barker same campus hope i helped someone choose the right school,5,2023-12-24 21:34:16.925734,a year ago,2022-12-24 21:34:16,NA,NA,NA
